ID,SystemCodeNumber,LotID,DateTime,Capacity,Occupancy,OccupancyRate,QueueLength,VehicleType,TrafficConditionNearby,IsSpecialDay,Hour,Model1_Price,Model2_Price,Model3_Price,Routing_Suggestion
21,BHMBCCMKT01,0,2016-10-05 09:30:00,577,83,14.384748700173311,2,car,average,0,9,20.0,12.417489486243571,12.417489486243571,
22,BHMBCCMKT01,0,2016-10-05 10:04:00,577,114,19.75736568457539,3,car,low,0,10,20.0,12.211249933444071,12.211249933444071,
23,BHMBCCMKT01,0,2016-10-05 10:30:00,577,128,22.183708838821488,4,truck,high,0,10,20.0,13.639561323358793,13.639561323358793,
24,BHMBCCMKT01,0,2016-10-05 11:04:00,577,148,25.64991334488735,4,bike,average,0,11,20.0,12.993266124669681,12.993266124669681,
25,BHMBCCMKT01,0,2016-10-05 11:30:00,577,162,28.07625649913345,4,car,average,0,11,20.0,13.178012747087735,13.178012747087735,
26,BHMBCCMKT01,0,2016-10-05 12:04:00,577,178,30.84922010398613,6,car,high,0,12,20.0,13.999639726299584,13.999639726299584,
27,BHMBCCMKT01,0,2016-10-05 12:30:00,577,183,31.7157712305026,7,car,high,0,12,20.0,14.14386205807406,14.14386205807406,
28,BHMBCCMKT01,0,2016-10-05 12:57:00,577,175,30.32928942807625,7,car,high,0,12,20.0,14.10313726403672,14.10313726403672,
29,BHMBCCMKT01,0,2016-10-05 13:30:00,577,179,31.022530329289427,6,truck,high,0,13,20.0,14.152833073752388,14.152833073752388,
30,BHMBCCMKT01,0,2016-10-05 13:57:00,577,174,30.155979202772965,4,car,average,0,13,20.0,13.247782984849891,13.247782984849891,
31,BHMBCCMKT01,0,2016-10-05 14:30:00,577,158,27.38301559792028,5,car,high,0,14,20.0,13.77148793065608,13.77148793065608,
32,BHMBCCMKT01,0,2016-10-05 14:57:00,577,145,25.12998266897747,3,car,average,0,14,20.0,12.94083208407101,12.94083208407101,
33,BHMBCCMKT01,0,2016-10-05 15:30:00,577,129,22.357019064124785,2,car,low,0,15,20.0,12.159416082694896,12.159416082694896,
34,BHMBCCMKT01,0,2016-10-05 16:04:00,577,121,20.97053726169844,2,car,low,0,16,20.0,12.107902035783527,12.107902035783527,
35,BHMBCCMKT01,0,2016-10-05 16:30:00,577,114,19.75736568457539,1,bike,low,0,16,20.0,11.799014760078673,11.799014760078673,
36,BHMBCCMKT01,0,2016-10-06 07:57:00,577,58,10.051993067590988,1,car,low,0,7,20.0,10.759782905056506,10.759782905056506,
37,BHMBCCMKT01,0,2016-10-06 08:30:00,577,63,10.918544194107453,1,car,low,0,8,20.0,11.575871009009788,11.575871009009788,
38,BHMBCCMKT01,0,2016-10-06 08:57:00,577,70,12.131715771230503,1,car,low,0,8,20.0,11.622458663464483,11.622458663464483,
39,BHMBCCMKT01,0,2016-10-06 09:30:00,577,95,16.464471403812826,2,car,low,0,9,20.0,11.939199940044825,11.939199940044825,
40,BHMBCCMKT01,0,2016-10-06 10:03:00,577,135,23.39688041594454,3,car,low,0,10,20.0,12.345020484574981,12.345020484574981,
41,BHMBCCMKT01,0,2016-10-06 10:30:00,577,160,27.729636048526864,3,car,average,0,10,20.0,13.030333593180634,13.030333593180634,
42,BHMBCCMKT01,0,2016-10-06 10:57:00,577,177,30.675909878682845,3,car,average,0,10,20.0,13.130707560691704,13.130707560691704,
43,BHMBCCMKT01,0,2016-10-06 11:30:00,577,191,33.10225303292894,4,cycle,average,0,11,20.0,13.178888463914586,13.178888463914586,
44,BHMBCCMKT01,0,2016-10-06 12:04:00,577,199,34.48873483535528,7,car,high,0,12,20.0,14.224436647718598,14.224436647718598,
45,BHMBCCMKT01,0,2016-10-06 12:30:00,577,206,35.70190641247834,7,car,high,0,12,20.0,14.25932003772662,14.25932003772662,
46,BHMBCCMKT01,0,2016-10-06 12:57:00,577,198,34.31542461005199,5,car,average,0,12,20.0,13.515781758095699,13.515781758095699,
47,BHMBCCMKT01,0,2016-10-06 13:30:00,577,208,36.04852686308492,7,bike,high,0,13,20.0,14.18273407199937,14.18273407199937,
48,BHMBCCMKT01,0,2016-10-06 13:57:00,577,200,34.66204506065858,5,car,average,0,13,20.0,13.52696025155832,13.52696025155832,
49,BHMBCCMKT01,0,2016-10-06 14:30:00,577,175,30.32928942807625,3,cycle,average,0,14,20.0,12.94772451276371,12.94772451276371,
50,BHMBCCMKT01,0,2016-10-06 15:04:00,577,158,27.38301559792028,2,car,low,0,15,20.0,12.34451353424879,12.34451353424879,
51,BHMBCCMKT01,0,2016-10-06 15:31:00,577,153,26.51646447140381,2,bike,low,0,15,20.0,12.20234712324592,12.20234712324592,
52,BHMBCCMKT01,0,2016-10-06 16:04:00,577,135,23.39688041594454,1,bike,low,0,16,20.0,11.936654951932768,11.936654951932768,
53,BHMBCCMKT01,0,2016-10-06 16:30:00,577,129,22.357019064124785,2,car,low,0,16,20.0,12.159416082694896,12.159416082694896,
54,BHMBCCMKT01,0,2016-10-07 08:03:00,577,58,10.051993067590988,2,car,low,0,8,20.0,11.695965059832702,11.695965059832702,
55,BHMBCCMKT01,0,2016-10-07 08:30:00,577,61,10.571923743500866,2,car,average,0,8,20.0,12.278117413196522,12.278117413196522,
56,BHMBCCMKT01,0,2016-10-07 09:04:00,577,75,12.99826689774697,1,car,low,0,9,20.0,11.655665643133048,11.655665643133048,
57,BHMBCCMKT01,0,2016-10-07 09:30:00,577,103,17.85095320623917,2,car,low,0,9,20.0,11.9913121447615,11.9913121447615,
58,BHMBCCMKT01,0,2016-10-07 09:57:00,577,128,22.183708838821488,2,bike,low,0,9,20.0,12.041235817329564,12.041235817329564,
59,BHMBCCMKT01,0,2016-10-07 10:30:00,577,172,29.80935875216637,5,truck,high,0,10,20.0,13.99844369478123,13.99844369478123,
60,BHMBCCMKT01,0,2016-10-07 10:57:00,577,188,32.582322357019066,3,car,average,0,10,20.0,13.195043759462017,13.195043759462017,
61,BHMBCCMKT01,0,2016-10-07 11:30:00,577,199,34.48873483535528,4,bike,average,0,11,20.0,13.292186158339396,13.292186158339396,
62,BHMBCCMKT01,0,2016-10-07 12:03:00,577,210,36.3951473136915,7,car,high,0,12,20.0,14.279152592450245,14.279152592450245,
63,BHMBCCMKT01,0,2016-10-07 12:30:00,577,206,35.70190641247834,7,bike,high,0,12,20.0,14.172650261996072,14.172650261996072,
64,BHMBCCMKT01,0,2016-10-07 13:04:00,577,200,34.66204506065858,7,car,high,0,13,20.0,14.229433724584661,14.229433724584661,
65,BHMBCCMKT01,0,2016-10-07 13:30:00,577,201,34.835355285961874,7,car,high,0,13,20.0,14.23442622495113,14.23442622495113,
66,BHMBCCMKT01,0,2016-10-07 14:03:00,577,193,33.44887348353553,3,bike,average,0,14,20.0,13.123013476788492,13.123013476788492,
67,BHMBCCMKT01,0,2016-10-07 14:30:00,577,181,31.369150779896017,4,car,average,0,14,20.0,13.288211887789096,13.288211887789096,
68,BHMBCCMKT01,0,2016-10-07 15:04:00,577,172,29.80935875216637,2,truck,low,0,15,20.0,12.613009170566281,12.613009170566281,
69,BHMBCCMKT01,0,2016-10-07 15:30:00,577,159,27.55632582322357,2,cycle,low,0,15,20.0,12.166805498593906,12.166805498593906,
70,BHMBCCMKT01,0,2016-10-07 15:57:00,577,158,27.38301559792028,2,cycle,low,0,15,20.0,12.160380145303789,12.160380145303789,
71,BHMBCCMKT01,0,2016-10-07 16:30:00,577,132,22.876949740034664,2,car,low,0,16,20.0,12.178684447141258,12.178684447141258,
72,BHMBCCMKT01,0,2016-10-08 07:57:00,577,58,10.051993067590988,1,car,low,0,7,20.0,10.759782905056506,10.759782905056506,
73,BHMBCCMKT01,0,2016-10-08 08:30:00,577,61,10.571923743500866,2,car,average,0,8,20.0,12.278117413196522,12.278117413196522,
74,BHMBCCMKT01,0,2016-10-08 08:57:00,577,75,12.99826689774697,1,truck,low,0,8,20.0,11.846074469798031,11.846074469798031,
75,BHMBCCMKT01,0,2016-10-08 09:30:00,577,104,18.02426343154246,2,car,low,0,9,20.0,11.997813630293493,11.997813630293493,
76,BHMBCCMKT01,0,2016-10-08 10:04:00,577,158,27.38301559792028,3,car,low,0,10,20.0,12.489900138451324,12.489900138451324,
77,BHMBCCMKT01,0,2016-10-08 10:30:00,577,191,33.10225303292894,3,truck,average,0,10,20.0,13.378553401405323,13.378553401405323,
78,BHMBCCMKT01,0,2016-10-08 10:57:00,577,223,38.64818024263432,4,truck,average,0,10,20.0,13.685860751281355,13.685860751281355,
79,BHMBCCMKT01,0,2016-10-08 11:30:00,577,254,44.0207972270364,4,car,average,0,11,20.0,13.69759146392285,13.69759146392285,
80,BHMBCCMKT01,0,2016-10-08 12:04:00,577,306,53.03292894280762,7,car,high,0,12,20.0,14.7330113706178,14.7330113706178,
81,BHMBCCMKT01,0,2016-10-08 12:30:00,577,320,55.45927209705373,8,car,high,0,12,20.0,14.896918410288665,14.896918410288665,
82,BHMBCCMKT01,0,2016-10-08 13:04:00,577,348,60.31195840554593,7,car,high,0,13,20.0,14.918190684535784,14.918190684535784,
83,BHMBCCMKT01,0,2016-10-08 13:30:00,577,357,61.871750433275565,7,car,high,0,13,20.0,14.956815650888373,14.956815650888373,
84,BHMBCCMKT01,0,2016-10-08 14:03:00,577,395,68.4575389948007,4,bike,average,0,14,20.0,14.337720163265837,14.337720163265837,
85,BHMBCCMKT01,0,2016-10-08 14:30:00,577,400,69.32409012131716,4,car,average,0,14,20.0,14.445765959455025,14.445765959455025,
86,BHMBCCMKT01,0,2016-10-08 14:57:00,577,395,68.4575389948007,4,car,average,0,14,20.0,14.421750765839082,14.421750765839082,
87,BHMBCCMKT01,0,2016-10-08 15:30:00,577,406,70.36395147313691,3,car,average,0,15,20.0,14.363254434249303,14.363254434249303,
88,BHMBCCMKT01,0,2016-10-08 16:04:00,577,381,66.03119584055459,2,car,low,0,16,20.0,13.666392569147439,13.666392569147439,
89,BHMBCCMKT01,0,2016-10-08 16:30:00,577,365,63.258232235701904,2,truck,low,0,16,20.0,13.736403355032287,13.736403355032287,
90,BHMBCCMKT01,0,2016-10-09 08:04:00,577,42,7.279029462738301,2,car,low,1,8,20.0,12.340710750451567,12.340710750451567,
91,BHMBCCMKT01,0,2016-10-09 08:30:00,577,42,7.279029462738301,2,bike,low,1,8,20.0,12.230508343367422,12.230508343367422,
92,BHMBCCMKT01,0,2016-10-09 09:04:00,577,43,7.452339688041594,2,car,low,1,9,20.0,12.347048079815025,12.347048079815025,
93,BHMBCCMKT01,0,2016-10-09 09:30:00,577,43,7.452339688041594,2,cycle,low,1,9,20.0,12.162950647989614,12.162950647989614,
94,BHMBCCMKT01,0,2016-10-09 09:57:00,577,50,8.665511265164644,3,car,average,1,9,20.0,13.062340342973794,13.062340342973794,
95,BHMBCCMKT01,0,2016-10-09 10:30:00,577,64,11.091854419410744,5,cycle,high,1,10,20.0,13.731197941381057,13.731197941381057,
96,BHMBCCMKT01,0,2016-10-09 11:04:00,577,100,17.33102253032929,6,truck,average,1,11,20.0,13.893162004698581,13.893162004698581,
97,BHMBCCMKT01,0,2016-10-09 11:30:00,577,126,21.837088388214905,6,car,average,1,11,20.0,13.878065536429274,13.878065536429274,
98,BHMBCCMKT01,0,2016-10-09 11:57:00,577,148,25.64991334488735,6,car,average,1,11,20.0,13.993657185864873,13.993657185864873,
99,BHMBCCMKT01,0,2016-10-09 12:30:00,577,170,29.462738301559792,9,truck,high,1,12,20.0,14.971353141461115,14.971353141461115,
100,BHMBCCMKT01,0,2016-10-09 13:04:00,577,189,32.75563258232236,8,car,high,1,13,20.0,14.828733248102477,14.828733248102477,
101,BHMBCCMKT01,0,2016-10-09 13:30:00,577,205,35.52859618717504,9,bike,high,1,13,20.0,14.92357750367397,14.92357750367397,
102,BHMBCCMKT01,0,2016-10-09 14:03:00,577,208,36.04852686308492,7,cycle,high,1,14,20.0,14.681115717798232,14.681115717798232,
103,BHMBCCMKT01,0,2016-10-09 14:30:00,577,209,36.22183708838821,5,car,average,1,14,20.0,14.187769130896196,14.187769130896196,
104,BHMBCCMKT01,0,2016-10-09 15:04:00,577,191,33.10225303292894,3,car,low,1,15,20.0,13.378553401405323,13.378553401405323,
105,BHMBCCMKT01,0,2016-10-09 15:30:00,577,180,31.19584055459272,3,car,low,1,15,20.0,13.315646182358796,13.315646182358796,
106,BHMBCCMKT01,0,2016-10-09 16:03:00,577,155,26.8630849220104,3,truck,low,1,16,20.0,13.337720753932034,13.337720753932034,
107,BHMBCCMKT01,0,2016-10-09 16:30:00,577,133,23.05025996533796,2,car,low,1,16,20.0,12.903405498656834,12.903405498656834,
108,BHMBCCMKT01,0,2016-10-10 08:04:00,577,54,9.358752166377815,1,bike,low,0,8,20.0,11.399796358271061,11.399796358271061,
109,BHMBCCMKT01,0,2016-10-10 08:30:00,577,56,9.705372616984402,1,truck,low,0,8,20.0,11.720908306954442,11.720908306954442,
110,BHMBCCMKT01,0,2016-10-10 09:04:00,577,65,11.265164644714035,1,car,low,0,9,20.0,11.589193273919163,11.589193273919163,
111,BHMBCCMKT01,0,2016-10-10 09:30:00,577,73,12.65164644714038,2,bike,low,0,9,20.0,11.680664419977392,11.680664419977392,
112,BHMBCCMKT01,0,2016-10-10 10:03:00,577,92,15.944540727902943,2,cycle,low,0,10,20.0,11.730029991545074,11.730029991545074,
113,BHMBCCMKT01,0,2016-10-10 10:30:00,577,113,19.584055459272097,4,cycle,average,0,10,20.0,12.711702781828695,12.711702781828695,
114,BHMBCCMKT01,0,2016-10-10 10:57:00,577,144,24.956672443674176,3,car,average,0,10,20.0,12.9348345612697,12.9348345612697,
115,BHMBCCMKT01,0,2016-10-10 11:30:00,577,149,25.82322357019064,4,car,average,0,11,20.0,13.101775424326142,13.101775424326142,
116,BHMBCCMKT01,0,2016-10-10 11:57:00,577,159,27.55632582322357,4,car,average,0,11,20.0,13.160479438646748,13.160479438646748,
117,BHMBCCMKT01,0,2016-10-10 12:30:00,577,171,29.636048526863085,6,car,high,0,12,20.0,13.96313212649211,13.96313212649211,
118,BHMBCCMKT01,0,2016-10-10 13:04:00,577,176,30.502599653379548,5,truck,average,0,13,20.0,13.553997157737514,13.553997157737514,
119,BHMBCCMKT01,0,2016-10-10 13:30:00,577,172,29.80935875216637,6,car,high,0,13,20.0,13.968360987951844,13.968360987951844,
120,BHMBCCMKT01,0,2016-10-10 14:03:00,577,161,27.90294627383016,5,car,high,0,14,20.0,13.787643098909758,13.787643098909758,
121,BHMBCCMKT01,0,2016-10-10 14:30:00,577,154,26.689774696707108,3,car,average,0,14,20.0,12.994637261821968,12.994637261821968,
122,BHMBCCMKT01,0,2016-10-10 14:57:00,577,137,23.743500866551127,4,car,average,0,14,20.0,13.03080859871617,13.03080859871617,
123,BHMBCCMKT01,0,2016-10-10 15:30:00,577,129,22.357019064124785,1,bike,low,0,15,20.0,11.897449090423777,11.897449090423777,
124,BHMBCCMKT01,0,2016-10-10 15:57:00,577,130,22.530329289428074,3,car,average,0,15,20.0,12.85047120217721,12.85047120217721,
125,BHMBCCMKT01,0,2016-10-10 16:30:00,577,114,19.75736568457539,2,truck,low,0,16,20.0,12.24814262273994,12.24814262273994,
126,BHMBCCMKT01,0,2016-10-11 08:04:00,577,56,9.705372616984402,1,bike,average,0,8,20.0,11.985848728648909,11.985848728648909,
127,BHMBCCMKT01,0,2016-10-11 08:30:00,577,64,11.091854419410744,1,car,low,0,8,20.0,11.582533283303857,11.582533283303857,
128,BHMBCCMKT01,0,2016-10-11 08:57:00,577,74,12.824956672443674,1,truck,low,0,8,20.0,11.839509899545856,11.839509899545856,
129,BHMBCCMKT01,0,2016-10-11 09:30:00,577,93,16.11785095320624,2,bike,low,0,9,20.0,11.812699425514356,11.812699425514356,
130,BHMBCCMKT01,0,2016-10-11 09:57:00,577,129,22.357019064124785,2,bike,average,0,9,20.0,12.596833969382253,12.596833969382253,
131,BHMBCCMKT01,0,2016-10-11 10:30:00,577,167,28.942807625649912,3,car,average,0,10,20.0,13.071801878883447,13.071801878883447,
132,BHMBCCMKT01,0,2016-10-11 10:57:00,577,200,34.66204506065858,3,car,average,0,10,20.0,13.26467196500013,13.26467196500013,
133,BHMBCCMKT01,0,2016-10-11 11:30:00,577,219,37.954939341421145,5,car,average,0,11,20.0,13.632300751932362,13.632300751932362,
134,BHMBCCMKT01,0,2016-10-11 12:03:00,577,225,38.9948006932409,7,car,high,0,12,20.0,14.352870391731638,14.352870391731638,
135,BHMBCCMKT01,0,2016-10-11 12:30:00,577,221,38.30155979202773,8,cycle,high,0,12,20.0,14.304972914336869,14.304972914336869,
136,BHMBCCMKT01,0,2016-10-11 13:04:00,577,217,37.60831889081456,6,cycle,high,0,13,20.0,14.05218345042294,14.05218345042294,
137,BHMBCCMKT01,0,2016-10-11 13:31:00,577,217,37.60831889081456,6,cycle,high,0,13,20.0,14.05218345042294,14.05218345042294,
138,BHMBCCMKT01,0,2016-10-11 14:04:00,577,208,36.04852686308492,4,bike,average,0,14,20.0,13.3438448771905,13.3438448771905,
139,BHMBCCMKT01,0,2016-10-11 14:30:00,577,191,33.10225303292894,3,car,average,0,14,20.0,13.212505560730536,13.212505560730536,
140,BHMBCCMKT01,0,2016-10-11 15:03:00,577,167,28.942807625649912,2,bike,low,0,15,20.0,12.291742545173353,12.291742545173353,
141,BHMBCCMKT01,0,2016-10-11 15:33:00,577,159,27.55632582322357,2,car,low,0,15,20.0,12.350848931586643,12.350848931586643,
142,BHMBCCMKT01,0,2016-10-11 16:01:00,577,150,25.99653379549394,1,bike,low,0,16,20.0,12.034234578112798,12.034234578112798,
143,BHMBCCMKT01,0,2016-10-11 16:26:00,577,127,22.0103986135182,2,car,low,0,16,20.0,12.146555460038812,12.146555460038812,
144,BHMBCCMKT01,0,2016-10-12 08:04:00,577,51,8.838821490467938,1,bike,low,0,8,20.0,11.379626731851777,11.379626731851777,
145,BHMBCCMKT01,0,2016-10-12 08:31:00,577,57,9.878682842287697,2,car,low,0,8,20.0,11.68934299332415,11.68934299332415,
146,BHMBCCMKT01,0,2016-10-12 09:03:00,577,64,11.091854419410744,1,bike,low,0,9,20.0,11.466894598936186,11.466894598936186,
147,BHMBCCMKT01,0,2016-10-12 09:26:00,577,73,12.65164644714038,1,car,low,0,9,20.0,11.642389930380766,11.642389930380766,
148,BHMBCCMKT01,0,2016-10-12 10:01:00,577,99,17.157712305025996,3,car,average,0,10,20.0,12.661082779942078,12.661082779942078,
149,BHMBCCMKT01,0,2016-10-12 10:31:00,577,112,19.410745233968804,3,bike,average,0,10,20.0,12.634477132533943,12.634477132533943,
150,BHMBCCMKT01,0,2016-10-12 11:04:00,577,127,22.0103986135182,4,bike,average,0,11,20.0,12.867221708983841,12.867221708983841,
151,BHMBCCMKT01,0,2016-10-12 11:31:00,577,128,22.183708838821488,4,car,average,0,11,20.0,12.977214614780719,12.977214614780719,
152,BHMBCCMKT01,0,2016-10-12 12:04:00,577,143,24.783362218370883,6,car,high,0,12,20.0,13.814908572529506,13.814908572529506,
153,BHMBCCMKT01,0,2016-10-12 12:31:00,577,158,27.38301559792028,5,car,average,0,12,20.0,13.288672772945143,13.288672772945143,
154,BHMBCCMKT01,0,2016-10-12 13:04:00,577,157,27.209705372616984,6,bike,high,0,13,20.0,13.797156022440758,13.797156022440758,
155,BHMBCCMKT01,0,2016-10-12 13:34:00,577,164,28.42287694974004,6,car,high,0,13,20.0,13.926404459271417,13.926404459271417,
156,BHMBCCMKT01,0,2016-10-12 14:03:00,577,167,28.942807625649912,5,bike,high,0,14,20.0,13.726531326817428,13.726531326817428,
157,BHMBCCMKT01,0,2016-10-12 14:34:00,577,159,27.55632582322357,4,bike,average,0,14,20.0,13.058612104834923,13.058612104834923,
158,BHMBCCMKT01,0,2016-10-12 15:01:00,577,140,24.263431542461007,2,car,low,0,15,20.0,12.229932915461045,12.229932915461045,
159,BHMBCCMKT01,0,2016-10-12 15:30:00,577,128,22.183708838821488,2,truck,low,0,15,20.0,12.33722384871644,12.33722384871644,
160,BHMBCCMKT01,0,2016-10-12 15:57:00,577,121,20.97053726169844,2,car,low,0,15,20.0,12.107902035783527,12.107902035783527,
161,BHMBCCMKT01,0,2016-10-12 16:31:00,577,111,19.23743500866551,2,cycle,average,0,16,20.0,12.41213383426109,12.41213383426109,
162,BHMBCCMKT01,0,2016-10-13 07:57:00,577,58,10.051993067590988,2,car,low,0,7,20.0,10.918018071503752,10.918018071503752,
163,BHMBCCMKT01,0,2016-10-13 08:31:00,577,65,11.265164644714035,1,car,low,0,8,20.0,11.589193273919163,11.589193273919163,
164,BHMBCCMKT01,0,2016-10-13 09:04:00,577,76,13.17157712305026,2,car,low,0,9,20.0,11.814738012108396,11.814738012108396,
165,BHMBCCMKT01,0,2016-10-13 09:31:00,577,97,16.81109185441941,2,cycle,low,0,9,20.0,11.763039906346393,11.763039906346393,
166,BHMBCCMKT01,0,2016-10-13 09:57:00,577,127,22.0103986135182,2,bike,low,0,9,20.0,12.034753302847438,12.034753302847438,
167,BHMBCCMKT01,0,2016-10-13 10:31:00,577,166,28.769497400346623,4,car,average,0,10,20.0,13.201334195767648,13.201334195767648,
168,BHMBCCMKT01,0,2016-10-13 11:04:00,577,200,34.66204506065858,4,truck,average,0,11,20.0,13.559114449111645,13.559114449111645,
169,BHMBCCMKT01,0,2016-10-13 11:31:00,577,220,38.12824956672444,4,car,average,0,11,20.0,13.509738284095572,13.509738284095572,
170,BHMBCCMKT01,0,2016-10-13 11:57:00,577,230,39.86135181975737,4,car,average,0,11,20.0,13.565505960173049,13.565505960173049,
171,BHMBCCMKT01,0,2016-10-13 12:31:00,577,231,40.03466204506066,7,cycle,high,0,12,20.0,14.24016194111358,14.24016194111358,
172,BHMBCCMKT01,0,2016-10-13 13:04:00,577,214,37.08838821490468,6,car,high,0,13,20.0,14.18389253978382,14.18389253978382,
173,BHMBCCMKT01,0,2016-10-13 13:31:00,577,203,35.181975736568454,6,cycle,high,0,13,20.0,13.979587821985378,13.979587821985378,
174,BHMBCCMKT01,0,2016-10-13 13:57:00,577,205,35.52859618717504,5,car,average,0,13,20.0,13.554831746198115,13.554831746198115,
175,BHMBCCMKT01,0,2016-10-13 14:31:00,577,181,31.369150779896017,4,truck,average,0,14,20.0,13.452698854169986,13.452698854169986,
176,BHMBCCMKT01,0,2016-10-13 15:04:00,577,162,28.07625649913345,2,car,low,0,15,20.0,12.369835741342438,12.369835741342438,
177,BHMBCCMKT01,0,2016-10-13 15:31:00,577,144,24.956672443674176,2,cycle,low,0,15,20.0,12.070112826447675,12.070112826447675,
178,BHMBCCMKT01,0,2016-10-13 16:04:00,577,132,22.876949740034664,2,car,low,0,16,20.0,12.178684447141258,12.178684447141258,
179,BHMBCCMKT01,0,2016-10-13 16:31:00,577,130,22.530329289428074,2,car,low,0,16,20.0,12.165841887650101,12.165841887650101,
180,BHMBCCMKT01,0,2016-10-14 08:01:00,577,53,9.185441941074524,1,car,low,0,8,20.0,11.509124613968753,11.509124613968753,
181,BHMBCCMKT01,0,2016-10-14 08:27:00,577,57,9.878682842287697,1,car,low,0,8,20.0,11.535849901699553,11.535849901699553,
182,BHMBCCMKT01,0,2016-10-14 09:01:00,577,67,11.611785095320624,2,car,average,0,9,20.0,12.31628208497062,12.31628208497062,
183,BHMBCCMKT01,0,2016-10-14 09:27:00,577,100,17.33102253032929,2,car,low,0,9,20.0,11.971790888199065,11.971790888199065,
184,BHMBCCMKT01,0,2016-10-14 10:01:00,577,134,23.223570190641247,2,car,low,0,10,20.0,12.191514889363447,12.191514889363447,
185,BHMBCCMKT01,0,2016-10-14 10:27:00,577,157,27.209705372616984,3,car,low,0,10,20.0,12.483637576061382,12.483637576061382,
186,BHMBCCMKT01,0,2016-10-14 11:01:00,577,205,35.52859618717504,5,car,average,0,11,20.0,13.554831746198115,13.554831746198115,
187,BHMBCCMKT01,0,2016-10-14 11:27:00,577,220,38.12824956672444,5,car,average,0,11,20.0,13.637801878101206,13.637801878101206,
188,BHMBCCMKT01,0,2016-10-14 12:01:00,577,224,38.82149046793761,7,car,high,0,12,20.0,14.347988052015147,14.347988052015147,
189,BHMBCCMKT01,0,2016-10-14 12:27:00,577,213,36.915077989601386,5,bike,average,0,12,20.0,13.502849391998463,13.502849391998463,
190,BHMBCCMKT01,0,2016-10-14 13:01:00,577,205,35.52859618717504,6,truck,high,0,13,20.0,14.282961936045727,14.282961936045727,
191,BHMBCCMKT01,0,2016-10-14 13:27:00,577,201,34.835355285961874,7,car,high,0,13,20.0,14.23442622495113,14.23442622495113,
